,Company/Brand,Stage,Amount($),HeadQuarter,What_it_does,Sector,Funding_Year,Founded,Founders,Investor,Startup_Age
1706,Puresh Daily,Seed,100000.0,Ranchi,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,Retail,2021,2019,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners",2
1707,LearnVern,Unknown,1000000.0,Ahmedabad,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,Education,2021,2016,"Niral Modi, Aditi Modi",Inflection Point Ventures,5
1708,LimeChat,Seed,7500000.0,Faridabad,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,Technology,2021,2020,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma",1
1709,Dybo,Seed,100000.0,Bangalore,Product Visualisation Technology for Commerce,Technology,2021,2019,Dhawal Jain,Spanache,2
1710,moEVing,Seed,1000000.0,Gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",Transportation & Logistics,2021,2021,VIKASH MISHRA,Inflection Point Ventures,0
1712,Solethreads,Series A,1000000.0,Gurugram,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,Lifestyle,2021,2018,Vikram Iyer,"DSG Consumer Partners, Saama Capital",3
1713,Beldara,Unknown,7400000.0,Mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",E-commerce,2021,2018,Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures,3
1714,CredFlow,Seed,2000000.0,New Delhi,CredFlow provides financial solutions to automate your cashflows.,Finance,2021,2020,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",1
1715,Do Your Thng,Unknown,1500000.0,Gurugram,World's first shared economy platform for digital assets.,Retail,2021,2018,Ankit Agarwal,"Angelbay Holdings, Faad Network",3
1716,Oye Rickshaw,Unknown,3000000.0,Gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,Transportation & Logistics,2021,2017,"Akash Deep, Mohit Sharma","Alteria Capital, Chiratae Ventures",4
1717,Legitquest,Unknown,600000.0,New Delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,Technology,2021,2017,"Himanshu Puri, Karan Kalia, Rohit Shukla","WaterBridge Ventures, Info Edge",4
1719,AntWak,Seed,3500000.0,Bangalore,AntWak provides a video platform for e-learning service.,Education,2021,2019,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah",2
1721,Pitstop,Series A,3500000.0,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Manufacturing,2021,2015,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture",6
1722,Lendingkart,Debt Financing,15000000.0,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,Finance,2021,1999,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings",22
1724,Karnival,Seed,2500000.0,Bangalore,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,Technology,2021,2015,Neeraj Tyagi,http://100x.vc/,6
1726,WESS,Seed,2000000.0,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,Energy,2021,1989,Hitesh Doshi,Centrum Financial Services,32
1727,ShopSe,Unknown,5500000.0,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,Finance,2021,2020,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT",1
1728,Fantasy Akhada,Unknown,600000.0,Gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football.,Sports,2021,2020,Amit Purohit,Harsha Bhogle,1
1729,Rage Coffee,Pre-Series,3500000.0,New Delhi,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,Food & Beverages,2021,2018,Bharat Sethi,"GetVantage, Prakash Katama",3
1732,Kudos,Pre-Series,3500000.0,Pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",Finance,2021,2014,Naresh Vigh,Marquee fintech founders,7
1734,Superpro.ai,Seed,3000000.0,Bangalore,Enabling independent professionals to bring offline consulting online with AI,Media & Entertainment,2021,2019,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India",2
1736,WiT-ACE,Seed,1000000.0,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",Education,2021,2020,Anuranjita Kumar,CitiusTech,1
1739,Safexpay,Unknown,6000000.0,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,Finance,2021,2017,Ravi Gupta,"T Choithrams BVI, Ardor",4
1740,PumPumPum,Pre-Series,700000.0,Gurugram,Pumpumpum is a car rental company.,Real Estate,2021,2018,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank",3
1741,Speciale Invest,Unknown,10000000.0,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,Finance,2021,2017,"Vishesh Rajaram, Arjun Rao",Inflection Point Ventures,4
1742,Eunimart,Pre-Series,700000.0,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,E-commerce,2021,2016,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt",5
1744,CareerLabs,Unknown,2200000.0,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.",Education,2021,2019,"PN Santosh, Prasanna Alagesan, Krithika Srinivasan",Global Founders Capital,2
1747,GetWork,Seed,200000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Human Resources,2021,2019,Rahul Veerwal,Artha Venture Fund,2
1748,Easebuzz,Series A,4000000.0,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,E-commerce,2021,2015,Rohit Prasad,"Jitendra Gupta, Amrish Rau",6
1749,Chingari,Unknown,13000000.0,Bangalore,Chingari operates as a short video platform.,Media & Entertainment,2021,2018,Sumit Ghosh,"FJ Labs, Brian Norgard",3
1750,DusMinute,Pre-Series,1100000.0,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Retail,2021,2017,Apoorva Mishra,Indian Angel Network,4
1751,Onsurity,Unknown,3500000.0,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,Healthcare,2021,2020,"Kulin Shah, Yogesh Agarwal","Jitendra Gupta, Harsh Shah",1
1752,Karbon Card,Unknown,3500000.0,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,Finance,2021,2019,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",Y Combinator,2
1753,Factors.AI,Unknown,2000000.0,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",Technology,2021,2020,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures",1
1754,Elevar,Unknown,2000000.0,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",Sports,2021,2017,"Kunal Joshi, Pranav Marwah","Kalaari Capital, Dream Capital",4
1755,Studio Sirah,Unknown,800000.0,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,Media & Entertainment,2021,2020,"Abhaas Shah, Prateek Shah",Lumikai,1
1756,OTO Capital,Unknown,6000000.0,Mumbai,The Future Of Vehicle Ownership!,Finance,2021,2018,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India,3
1757,1Bridge,Unknown,2500000.0,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",Retail,2021,2016,"Madan Padaki, Anil Kumar, M Chakrawarty",C4D Partners,5
1758,Skeps,Unknown,9500000.0,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",Finance,2021,2018,"Mayank Tewari, Tushar Srivastava",Bertelsmann India,3
1759,Curefoods,Unknown,13000000.0,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,Food & Beverages,2021,2020,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal",1
1760,TartanSense,Unknown,5000000.0,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,Technology,2021,2015,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",6
1761,Bewakoof,Unknown,8000000.0,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",Lifestyle,2021,2012,Prabhkiran Singh,InvestCorp,9
1762,Kirana247,Unknown,1000000.0,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,Transportation & Logistics,2021,2018,"Tarun Jiwarajka, Pankhuri Jiwarajka",Inflection Point Ventures,3
1763,FanPlay,Unknown,3500000.0,Bangalore,A real money game app specializing in trivia games,Media & Entertainment,2021,2020,YC W21,"Pritesh Kumar, Bharat Gupta",1
1764,NeoDocs,Unknown,3500000.0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",Healthcare,2021,2020,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital",1
1765,IsGoingOnline,Unknown,200000.0,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,Retail,2021,2015,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",6
1766,Camp K12,Unknown,12000000.0,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",Education,2021,2010,Anshul Bhagi,"Matrix Partners India, Elevation Capital",11
1767,Elda Health,Unknown,1500000.0,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",Healthcare,2021,2020,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures",1
1768,Sporjo,Unknown,2000000.0,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,Sports,2021,2020,G Srinivvasan,Punit Balan,1
1769,Advantage Club,Unknown,1700000.0,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",Human Resources,2021,2014,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah",7
1770,SuperGaming,Unknown,5500000.0,Pune,"At SuperGaming, building India's best gaming company.",Media & Entertainment,2021,2017,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",4
1771,Ruptok,Unknown,1000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Finance,2021,2020,Ankur Gupta,Eclear Leasing,1
1772,O’ Be Cocktails,Unknown,400000.0,Bangalore,India’s first and only Ready to Drink Premium Cocktails.,Retail,2021,2019,Nitesh Prakash,"First Cheque, Letsventure",2
1774,AppsForBharat,Seed,4000000.0,Bangalore,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",Services,2021,2020,Prashant Sachan,"Sequoia Capital India, BEENEXT",1
1775,Imagimake,Unknown,3500000.0,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",Retail,2021,2011,"Disha Katharani, Ravi Jalan",Velocity,10
1777,Smytten,Series A,6000000.0,Gurugram,India's largest premium discovery and trial platform!,Retail,2021,2015,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures,6
1778,Syook,Series A,1000000.0,Bangalore,Syook is building the next generation enterprise IOT platform.,Technology,2021,2016,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",5
1779,Akudo,Pre-Seed,3500000.0,Bangalore,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,Finance,2021,2020,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi","Y Combinator, Incubate Fund India",1
1780,NOTO,Pre-Series,500000.0,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",Retail,2021,2019,"Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",2
1781,Lumiq,Seed,2000000.0,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,Technology,2021,2013,Shoaib Mohammad,Info Edge Ventures,8
1782,CommerceUp,Seed,3500000.0,Gurugram,Grow and manage ecommerce business from single dashboard,Technology,2021,2018,Piyush Pathak,NB Ventures,3
1783,Breathe Well-being,Series A,5500000.0,Gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",Healthcare,2021,2015,"Rohan Verma, Aditya Kaicker",Accel,6
1784,Hike,Unknown,3500000.0,New Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,Technology,2021,2012,Kavin Bharti Mittal,"Binny Bansal, Kunal Shah",9
1785,House of Kieraya,Unknown,15000000.0,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",Lifestyle,2021,2013,Ajith Mohan Karimpana,TradeCred,8
1786,goEgoNetwork,Unknown,2000000.0,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",Manufacturing,2021,2019,"Dheeman Kadam, Sayantan Chakraborti",Inflection Point Ventures,2
1787,Probus,Pre-Series,500000.0,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",Technology,2021,2017,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,4
1788,DrinkPrime,Unknown,1000000.0,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership.,Retail,2021,2016,Anil Kejriwal,"UC Inclusive Credit, Western Capital",5
1789,Smart Express,Seed,10000000.0,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,Transportation & Logistics,2021,2020,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",1
1791,SATYA MicroCapital,Unknown,10000000.0,New Delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,Finance,2021,2017,Vivek Tiwari,"responsAbility Investments, Blue Orchard",4
1792,Snack Amor,Unknown,3500000.0,Mumbai,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",Food & Beverages,2021,2014,Deepak Grover,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",7
1794,Hashnode,Series A,6700000.0,Bangalore,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,Technology,2021,2016,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",5
1795,RACEnergy,Seed,1300000.0,Hyderabad,RACEnergy is working to power the future of mobility through clean and efficient technologies.,Manufacturing,2021,2018,Arun Sreyas Reddy,"Micelio Fund, growX ventures",3
1797,Gyde,Seed,250000.0,Pune,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",Technology,2021,2019,"Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar",2
1798,BatteryPool,Seed,3500000.0,Pune,Building the Operating System for managing Electric Vehicles in fleets.,Manufacturing,2021,2018,Ashwin Shankar,IAN,3
1800,Xpresslane,Pre-Seed,400000.0,Bangalore,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",Technology,2021,2019,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",2
1801,LoanKuber,Pre-Series,1200000.0,New Delhi,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,Finance,2021,2016,Saurabh Nagpal,Inflection Point Ventures,5
1802,OYO,Later Stage,5000000.0,Gurugram,OYO is a global travel tech company that connects its patrons and guests.,Hospitality,2021,2013,Ritesh Agarwal,Microsoft,8
1804,YPay,Unknown,400000.0,Noida,YPay Card is the new way to manage money.,Finance,2021,2017,Dr Navneet Gupta,We Founder Circle,4
1805,SleepyCat,Unknown,3800000.0,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,Retail,2021,2017,Kabir Siddiq,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",4
1808,Yellow Class,Unknown,6000000.0,Gurugram,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",Education,2021,2020,"Anshul Gupta, Arpit Mittal",Elevation Capital,1
1809,Yojak,Unknown,3800000.0,Gurugram,India’s first B2B online marketplace for building material.,Services,2021,2019,Anuj Jain,Info Edge Ventures,2
1810,CreatorStack,Unknown,2000000.0,Bangalore,Helping creators globally to engage deeply with their fans and communities,Technology,2021,2019,"Ankit Acharya, Kevin William David",Accel,2
1811,Expertrons,Unknown,2300000.0,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,Education,2021,2019,"Jatin Solank, Vivek Gupta","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2
1812,Rage Coffee,Unknown,5000000.0,New Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",Food & Beverages,2021,2018,Bharat Sethi,Sixth Sense Ventures,3
1814,Navia Life Care,Unknown,1000000.0,New Delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,Healthcare,2021,2016,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta","Anicut Angel Fund, 9 Unicorns",5
1815,1K Kirana Bazaar,Unknown,7000000.0,Gurugram,India's First and Largest Network of Small-Town Kirana Stores,Retail,2021,2018,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh","Info Edge, FalconEdge",3
1817,Locale.ai,Unknown,1000000.0,Bangalore,Location Analytics for Companies With Moving Assets and Ground Operations.,Technology,2021,2019,"Rishabh Jain, Aditi Sinha","Chiratae Ventures, Better Capital",2
1819,MetroRide,Unknown,3500000.0,Bangalore,"Urban Mobility Affordable, Punctual & Sustainable.",Transportation & Logistics,2021,2020,"Girish Nagpal, Kaaman Agarwal",Inflection Point Ventures,1
1821,Whiz League,Unknown,300000.0,New Delhi,Revolutionizing learning experience that goes beyond academia,Education,2021,2020,"Natasha Jain, Sonia Agarwal Bajaj",ITI Growth Opportunities,1
1822,Hash,Unknown,3500000.0,New Delhi,Hash is a new startup in consumer goods.,Retail,2021,2020,Shwetank Jain,Amrac Investment Trust,1
1823,Unacademy,Unknown,3500000.0,Bangalore,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,Education,2021,2015,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia,6
1824,Log 9 Materials,Series A,8500000.0,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,Technology,2021,2014,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries,7
1826,FlashPrep,Pre-Seed,500000.0,Bangalore,FlashPrep is the smart way to master learning.,Education,2021,2020,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,1
1827,Kenko Health,Pre-Series,1700000.0,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",Finance,2021,2019,"Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios",2
1828,Wiz Freight,Seed,3500000.0,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",Transportation & Logistics,2021,2020,"Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor,1
1830,BlueLearn,Pre-Seed,400000.0,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",Education,2021,2020,"Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",1
1831,NimbleBox.ai,Seed,1000000.0,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,Technology,2021,2018,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts,3
1832,Pickrr,Series B,12000000.0,Gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,Transportation & Logistics,2021,2015,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, Ananta Capital",6
1834,Grip Invest,Series A,3000000.0,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",Finance,2021,2020,"Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners",1
1836,Blue Tokai Coffee Roasters,Series A,2000000.0,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",Food & Beverages,2021,2012,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund,9
1837,Neeman,Series A,2000000.0,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,Retail,2021,2017,Taran Chhabra,Sixth Sense Ventures,4
1839,GoSats,Seed,700000.0,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,Finance,2021,2020,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",1
1840,StockGro,Pre-Series,5000000.0,Bangalore,Making Investment Social- India's First Social Trading Platform,Finance,2021,2020,Ajay Lakhotia,"Roots Ventures, Velo Partners",1
1841,Onsurity,Series A,16000000.0,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",Healthcare,2021,2020,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners,1
1842,Khabri,Pre-Series,2000000.0,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,Media & Entertainment,2021,2017,"Pulkit Sharma, Aankit Roy, Sandeep Singh",Inflection Point Ventures,4
1843,Celcius,Unknown,500000.0,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,Transportation & Logistics,2021,2020,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners",1
1844,AyuRythm,Seed,3500000.0,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,Healthcare,2021,2017,Abhilesh Gupta,SucSEED Indovation Fund,4
1845,Enguru,Pre-Series,3500000.0,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,Education,2021,2014,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",7
1846,Rocket Skills,Pre-Seed,200000.0,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,Education,2021,2020,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital",1
1847,RenewBuy,Series C,10000000.0,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",Finance,2021,2015,Balachander Sekhar,Evolvence Capital,6
1848,Faarms,Seed,2000000.0,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,Agriculture,2021,2020,"Taranbir Singh, Alok Duggal",Inflection Point Ventures,1
1849,UrbanMatrix Technologies,Unknown,100000.0,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,Technology,2021,2019,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI,2
1851,Pixuate,Seed,1000000.0,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",Technology,2021,2012,"Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund,9
1852,Playo,Pre-Series,500000.0,Bangalore,Playo is a one stop destination app for all things sports,Sports,2021,2014,Daanish Suhail,ah! Ventures High Tables,7
1854,Soothe Healthcare,Series C,10000000.0,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",Retail,2021,2012,Sahil Dharia,A91 Partners,9
1855,Goodmeetings,Series A,1700000.0,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,Technology,2021,2020,Srinivasan Narayan,Chiratae Ventures,1
1856,Apnaklub,Seed,3500000.0,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,Retail,2021,2020,"Shruti, Manish Kumar",Sequoia’s Surge,1
1857,ChefKart,Pre-Seed,300000.0,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",Retail,2021,2020,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures",1
1859,Fabheads,Pre-Series,3500000.0,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,Technology,2021,2015,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",6
1860,QuickShift,Seed,770000.0,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",Transportation & Logistics,2021,2016,Anshul Goenka,"Anicut Angel Fund, Axilor Ventures",5
1861,StackBOX,Unknown,1200000.0,Bangalore,DISTRIBUTION SIMPLIFIED,Transportation & Logistics,2021,2016,"Shanmukha Boora, Sabyasachi Bhattacharjee","Ecosystem Ventures, CMM group",5
1862,MedPrime Technologies,Seed,3500000.0,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",Healthcare,2021,2014,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha",7
1868,PayGlocal,Series A,4900000.0,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,Finance,2021,2021,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India,0
1871,CHARGE+ZONE,Unknown,10000000.0,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,Manufacturing,2021,2018,Kartikey Hariyani,Venture Catalysts,3
1872,PlanetSpark,Series B,13000000.0,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,Education,2021,2017,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",4
1873,LenDenClub,Series A,10000000.0,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,Finance,2021,2015,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",6
1874,CometChat,Series A,10000000.0,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",Technology,2021,2009,"Anuj, Anant Garg",Signal Peak Ventures,12
1877,Probus Insurance,Unknown,6700000.0,Mumbai,Probus Insurance is a leading InsurTech platform in India.,Finance,2021,2002,Rakesh goyal,BlueOrchard Impact Investment Managers,19
1879,CloudSEK,Series A,7000000.0,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,Technology,2021,2015,Rahul Sasi,MassMutual Ventures,6
